entity,bucket,sub_type,extracted_species_prefix,extracted_gene_symbol,match_status,match_type,confidence_tier,ambiguity_count,selected_uniprot_accession,selected_uniprot_entry_name,selected_uniprot_organism,selected_uniprot_source_tier,selected_phytozome_code,selected_phytozome_gene_id,selected_phytozome_base_gene_id,selected_sequence_length,has_sequence,candidate_summary,notes,expected_phytozome_code,expected_uniprot_mnemonic,species_resolution_status,species_match_status,matched_species_category,all_species_hit_count,species_specific_hit_count
AT4G18280,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,3,O49731,O49731_ARATH,ARATH,trembl,Atha,AT4G18280.1,AT4G18280,157,true,Atha|AT4G18280.1|len=157 | O49731|O49731_ARATH|ARATH|trembl; A0A654FQJ8|A0A654FQJ8_ARATH|ARATH|trembl; F4JQT4|F4JQT4_ARATH|ARATH|trembl,phy=1 uni_species=3 uni_global=3,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,3,4
At4g21670,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q5YDB6,CPL1_ARATH,ARATH,sprot,Atha,AT4G21670.1,AT4G21670,967,true,Atha|AT4G21670.1|len=967 | Q5YDB6|CPL1_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
AT4G22880,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,4,Q96323,LDOX_ARATH,ARATH,sprot,Atha,AT4G22880.1,AT4G22880,356,true,Atha|AT4G22880.1|len=356 | Q96323|LDOX_ARATH|ARATH|sprot,phy=1 uni_species=4 uni_global=4,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,4,5
At4g25200,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q96331,HS23M_ARATH,ARATH,sprot,Atha,AT4G25200.1,AT4G25200,210,true,Atha|AT4G25200.1|len=210 | Q96331|HS23M_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
At4g29380,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q9M0E5,VPS15_ARATH,ARATH,sprot,Atha,AT4G29380.1,AT4G29380,1494,true,Atha|AT4G29380.1|len=1494 | Q9M0E5|VPS15_ARATH|ARATH|sprot,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
At4g33070,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,O82647,PDC1_ARATH,ARATH,sprot,Atha,AT4G33070.1,AT4G33070,607,true,Atha|AT4G33070.1|len=607 | O82647|PDC1_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
At4g33240,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,5,Q0WUR5,FAB1A_ARATH,ARATH,sprot,Atha,AT4G33240.1,AT4G33240,1757,true,Atha|AT4G33240.1|len=1757 | Q0WUR5|FAB1A_ARATH|ARATH|sprot,phy=1 uni_species=5 uni_global=5,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,5,6
At4g33950,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q940H6,SRK2E_ARATH,ARATH,sprot,Atha,AT4G33950.1,AT4G33950,362,true,Atha|AT4G33950.1|len=362 | Q940H6|SRK2E_ARATH|ARATH|sprot,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
At4g34000,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,,,,,Atha,AT4G34000.1,AT4G34000,454,true,Atha|AT4G34000.1|len=454,phy=1 uni_species=0 uni_global=0,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
AT5G01410,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q8L940,PDX13_ARATH,ARATH,sprot,Atha,AT5G01410.1,AT5G01410,309,true,Atha|AT5G01410.1|len=309 | Q8L940|PDX13_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
At5g01990,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q9LZN2,PILS6_ARATH,ARATH,sprot,Atha,AT5G01990.1,AT5G01990,431,true,Atha|AT5G01990.1|len=431 | Q9LZN2|PILS6_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
At5g03860,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q9LZC3,MASY_ARATH,ARATH,sprot,Atha,AT5G03860.1,AT5G03860,562,true,Atha|AT5G03860.1|len=562 | Q9LZC3|MASY_ARATH|ARATH|sprot,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
At5g06290,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q9C5R8,BAS1B_ARATH,ARATH,sprot,Atha,AT5G06290.1,AT5G06290,273,true,Atha|AT5G06290.1|len=273 | Q9C5R8|BAS1B_ARATH|ARATH|sprot,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
at5g07440,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,5,Q38946,DHE2_ARATH,ARATH,sprot,Atha,AT5G07440.1,AT5G07440,411,true,Atha|AT5G07440.1|len=411 | Q38946|DHE2_ARATH|ARATH|sprot,phy=1 uni_species=5 uni_global=5,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,5,6
AT5G07580,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q9LY05,EF106_ARATH,ARATH,sprot,Atha,AT5G07580.1,AT5G07580,274,true,Atha|AT5G07580.1|len=274 | Q9LY05|EF106_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
At5g07920,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q39017,DGK1_ARATH,ARATH,sprot,Atha,AT5G07920.1,AT5G07920,728,true,Atha|AT5G07920.1|len=728 | Q39017|DGK1_ARATH|ARATH|sprot,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
AT5G10770,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q8S9J6,ASPA_ARATH,ARATH,sprot,Atha,AT5G10770.1,AT5G10770,474,true,Atha|AT5G10770.1|len=474 | Q8S9J6|ASPA_ARATH|ARATH|sprot,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
AT5G12010,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q9LYH2,Q9LYH2_ARATH,ARATH,trembl,Atha,AT5G12010.1,AT5G12010,502,true,Atha|AT5G12010.1|len=502 | Q9LYH2|Q9LYH2_ARATH|ARATH|trembl,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
AT5G13930,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,11,P13114,CHSY_ARATH,ARATH,sprot,Atha,AT5G13930.1,AT5G13930,395,true,Atha|AT5G13930.1|len=395 | P13114|CHSY_ARATH|ARATH|sprot,phy=1 uni_species=11 uni_global=11,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,11,12
At5g14760,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q94AY1,NADB_ARATH,ARATH,sprot,Atha,AT5G14760.1,AT5G14760,651,true,Atha|AT5G14760.1|len=651 | Q94AY1|NADB_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
AT5G15950,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q9S7T9,DCAM2_ARATH,ARATH,sprot,Atha,AT5G15950.1,AT5G15950,362,true,Atha|AT5G15950.1|len=362 | Q9S7T9|DCAM2_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
at5g16390,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q42533,BCCP1_ARATH,ARATH,sprot,Atha,AT5G16390.1,AT5G16390,280,true,Atha|AT5G16390.1|len=280 | Q42533|BCCP1_ARATH|ARATH|sprot,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
at5g19220,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,P55229,GLGL1_ARATH,ARATH,sprot,Atha,AT5G19220.1,AT5G19220,522,true,Atha|AT5G19220.1|len=522 | P55229|GLGL1_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
at5g20260,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,4,Q3E9A4,GLYT5_ARATH,ARATH,sprot,Atha,AT5G20260.1,AT5G20260,458,true,Atha|AT5G20260.1|len=458 | Q3E9A4|GLYT5_ARATH|ARATH|sprot,phy=1 uni_species=3 uni_global=4,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,4,4
AT5G20280,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,3,Q94BT0,SPSA1_ARATH,ARATH,sprot,Atha,AT5G20280.1,AT5G20280,1043,true,Atha|AT5G20280.1|len=1043 | Q94BT0|SPSA1_ARATH|ARATH|sprot,phy=1 uni_species=3 uni_global=3,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,3,4
AT5G24150,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,4,O65404,ERG11_ARATH,ARATH,sprot,Atha,AT5G24150.1,AT5G24150,516,true,Atha|AT5G24150.1|len=516 | O65404|ERG11_ARATH|ARATH|sprot,phy=1 uni_species=4 uni_global=4,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,4,5
At5g36700,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,P0DKC3,PGP1A_ARATH,ARATH,sprot,Atha,AT5G36700.1,AT5G36700,362,true,Atha|AT5G36700.1|len=362 | P0DKC3|PGP1A_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
At5g37770,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,P25070,CML24_ARATH,ARATH,sprot,Atha,AT5G37770.1,AT5G37770,161,true,Atha|AT5G37770.1|len=161 | P25070|CML24_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
At5g40390,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q9FND9,RFS5_ARATH,ARATH,sprot,Atha,AT5G40390.1,AT5G40390,783,true,Atha|AT5G40390.1|len=783 | Q9FND9|RFS5_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
AT5G47220,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,O80338,EF101_ARATH,ARATH,sprot,Atha,AT5G47220.1,AT5G47220,243,true,Atha|AT5G47220.1|len=243 | O80338|EF101_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
At5g51440,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q9FGM9,HS235_ARATH,ARATH,sprot,Atha,AT5G51440.1,AT5G51440,210,true,Atha|AT5G51440.1|len=210 | Q9FGM9|HS235_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
AT5G51820,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q9SCY0,PGMP_ARATH,ARATH,sprot,Atha,AT5G51820.1,AT5G51820,623,true,Atha|AT5G51820.1|len=623 | Q9SCY0|PGMP_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
At5g52310,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q06738,RD29A_ARATH,ARATH,sprot,Atha,AT5G52310.1,AT5G52310,710,true,Atha|AT5G52310.1|len=710 | Q06738|RD29A_ARATH|ARATH|sprot,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
At5g55590,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q9FM79,PME62_ARATH,ARATH,sprot,Atha,AT5G55590.1,AT5G55590,380,true,Atha|AT5G55590.1|len=380 | Q9FM79|PME62_ARATH|ARATH|sprot,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
At5g57050,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,3,O04719,P2C77_ARATH,ARATH,sprot,Atha,AT5G57050.1,AT5G57050,423,true,Atha|AT5G57050.1|len=423 | O04719|P2C77_ARATH|ARATH|sprot,phy=1 uni_species=3 uni_global=3,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,3,4
At5g58260,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q9LVM2,NDHN_ARATH,ARATH,sprot,Atha,AT5G58260.1,AT5G58260,209,true,Atha|AT5G58260.1|len=209 | Q9LVM2|NDHN_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
AT5G59080,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q9FGU5,Q9FGU5_ARATH,ARATH,trembl,Atha,AT5G59080.1,AT5G59080,135,true,Atha|AT5G59080.1|len=135 | Q9FGU5|Q9FGU5_ARATH|ARATH|trembl; A0A654GCI2|A0A654GCI2_ARATH|ARATH|trembl,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
AT5G61510,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,4,Q9FKG8,Q9FKG8_ARATH,ARATH,trembl,Atha,AT5G61510.1,AT5G61510,406,true,Atha|AT5G61510.1|len=406 | Q9FKG8|Q9FKG8_ARATH|ARATH|trembl; A1L4Y4|A1L4Y4_ARATH|ARATH|trembl; A0A5S9YGR8|A0A5S9YGR8_ARATH|ARATH|trembl; A0A1P8B9R5|A0A1P8B9R5_ARATH|ARATH|trembl,phy=1 uni_species=4 uni_global=4,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,4,5
AT5G63680,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q9FFP6,Q9FFP6_ARATH,ARATH,trembl,Atha,AT5G63680.1,AT5G63680,510,true,Atha|AT5G63680.1|len=510 | Q9FFP6|Q9FFP6_ARATH|ARATH|trembl; Q0WN17|Q0WN17_ARATH|ARATH|trembl,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
AT5G63990,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,2,Q8GY63,DPNP3_ARATH,ARATH,sprot,Atha,AT5G63990.1,AT5G63990,357,true,Atha|AT5G63990.1|len=357 | Q8GY63|DPNP3_ARATH|ARATH|sprot,phy=1 uni_species=2 uni_global=2,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
AT5G65110,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,3,O65201,ACOX2_ARATH,ARATH,sprot,Atha,AT5G65110.1,AT5G65110,692,true,Atha|AT5G65110.1|len=692 | O65201|ACOX2_ARATH|ARATH|sprot,phy=1 uni_species=3 uni_global=3,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,3,4
At5g65940,A,arabidopsis_locus,,,ambiguous,phytozome_gene_exact,1,3,Q9LKJ1,HIBC1_ARATH,ARATH,sprot,Atha,AT5G65940.1,AT5G65940,378,true,Atha|AT5G65940.1|len=378 | Q9LKJ1|HIBC1_ARATH|ARATH|sprot,phy=1 uni_species=3 uni_global=3,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,3,4
AT5G67420,A,arabidopsis_locus,,,matched,phytozome_gene_exact,1,1,Q9FN11,LBD37_ARATH,ARATH,sprot,Atha,AT5G67420.1,AT5G67420,250,true,Atha|AT5G67420.1|len=250 | Q9FN11|LBD37_ARATH|ARATH|sprot,phy=1 uni_species=1 uni_global=1,Atha,ARATH,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
ata-miR164c-3p,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
AtA/NINV2,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
AtAAP1-8,B,species_prefix_At,At,AAP1-8,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=AAP1-8 prefix=At mnemonic=ARATH,Atha,ARATH,known_species_prefix,species_no_match,species_confirmed_no_match,0,0
AtAAP2,B,species_prefix_At,At,AAP2,ambiguous,species_prefixed_uniprot_symbol,2,24,Q38967,AAP2_ARATH,ARATH,sprot,,,,,false,Q38967|AAP2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=24,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,24,1
AtABA1,B,species_prefix_At,At,ABA1,ambiguous,species_prefixed_uniprot_symbol,2,5,Q9FGC7,ZEP_ARATH,ARATH,sprot,,,,,false,Q9FGC7|ZEP_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=5,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,5,1
AtABCB1,B,species_prefix_At,At,ABCB1,ambiguous,species_prefixed_uniprot_symbol,2,126,Q9ZR72,AB1B_ARATH,ARATH,sprot,,,,,false,Q9ZR72|AB1B_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=126,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,126,1
AtABCB19,B,species_prefix_At,At,ABCB19,ambiguous,species_prefixed_uniprot_symbol,2,12,Q9LJX0,AB19B_ARATH,ARATH,sprot,,,,,false,Q9LJX0|AB19B_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=12,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,12,1
AtABER2,B,species_prefix_At,At,ABER2,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=ABER2 prefix=At mnemonic=ARATH,Atha,ARATH,known_species_prefix,species_no_match,species_confirmed_no_match,0,0
AtABF3,B,species_prefix_At,At,ABF3,ambiguous,species_prefixed_uniprot_symbol,2,6,Q9M7Q3,AI5L6_ARATH,ARATH,sprot,,,,,false,Q9M7Q3|AI5L6_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=6,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,6,1
AtABF4,B,species_prefix_At,At,ABF4,ambiguous,species_prefixed_uniprot_symbol,3,10,Q9M7Q2,AI5L7_ARATH,ARATH,sprot,,,,,false,Q9M7Q2|AI5L7_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=4 global_count=10,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,10,4
AtABI,B,species_prefix_At,At,ABI,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=ABI prefix=At mnemonic=ARATH,Atha,ARATH,known_species_prefix,species_no_match,species_confirmed_no_match,0,0
AtABI1,B,species_prefix_At,At,ABI1,ambiguous,species_prefixed_uniprot_symbol,2,10,P49597,P2C56_ARATH,ARATH,sprot,,,,,false,P49597|P2C56_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=10,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,10,1
AtABI2,B,species_prefix_At,At,ABI2,ambiguous,species_prefixed_uniprot_symbol,3,8,O04719,P2C77_ARATH,ARATH,sprot,,,,,false,O04719|P2C77_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=8,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,8,2
AtABI4,B,species_prefix_At,At,ABI4,ambiguous,species_prefixed_uniprot_symbol,2,12,A0MES8,ABI4_ARATH,ARATH,sprot,,,,,false,A0MES8|ABI4_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=12,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,12,1
AtABI5,B,species_prefix_At,At,ABI5,ambiguous,species_prefixed_uniprot_symbol,3,35,Q9SJN0,ABI5_ARATH,ARATH,sprot,,,,,false,Q9SJN0|ABI5_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=35,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,35,2
AtACS4,B,species_prefix_At,At,ACS4,ambiguous,species_prefixed_uniprot_symbol,2,29,Q43309,1A14_ARATH,ARATH,sprot,,,,,false,Q43309|1A14_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=29,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,29,1
AtADC1,B,species_prefix_At,At,ADC1,ambiguous,species_prefixed_uniprot_symbol,2,76,Q9SI64,SPE1_ARATH,ARATH,sprot,,,,,false,Q9SI64|SPE1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=76,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,76,1
AtADC2,B,species_prefix_At,At,ADC2,ambiguous,species_prefixed_uniprot_symbol,2,8,O23141,SPE2_ARATH,ARATH,sprot,,,,,false,O23141|SPE2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=8,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,8,1
AtADF1,B,species_prefix_At,At,ADF1,ambiguous,species_prefixed_uniprot_symbol,3,14,Q39250,ADF1_ARATH,ARATH,sprot,,,,,false,Q39250|ADF1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=14,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,14,2
AtADF5,B,species_prefix_At,At,ADF5,ambiguous,species_prefixed_uniprot_symbol,3,12,Q9ZNT3,ADF5_ARATH,ARATH,sprot,,,,,false,Q9ZNT3|ADF5_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=3 global_count=12,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,12,3
AtADH1,B,species_prefix_At,At,ADH1,ambiguous,species_prefixed_uniprot_symbol,2,766,Q9CAZ3,ADH1_ARATH,ARATH,sprot,,,,,false,Q9CAZ3|ADH1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=766,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,766,1
AtADH2,B,species_prefix_At,At,ADH2,ambiguous,species_prefixed_uniprot_symbol,3,370,Q96533,ADHX_ARATH,ARATH,sprot,,,,,false,Q96533|ADHX_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=370,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,370,2
ATAF,C,bare_gene_symbol,,,matched,bare_symbol_uniprot,3,1,B3SGE8,B3SGE8_CUCME,CUCME,trembl,,,,,false,B3SGE8|B3SGE8_CUCME|CUCME|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,1,0
ATAF1,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,3,Q39013,NAC2_ARATH,ARATH,sprot,,,,,false,Q39013|NAC2_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,3,0
AtAGAL1,B,species_prefix_At,At,AGAL1,ambiguous,species_prefixed_uniprot_symbol,3,8,Q9FT97,AGAL1_ARATH,ARATH,sprot,,,,,false,Q9FT97|AGAL1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=8,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,8,2
AtAGO1,B,species_prefix_At,At,AGO1,ambiguous,species_prefixed_uniprot_symbol,3,39,O04379,AGO1_ARATH,ARATH,sprot,,,,,false,O04379|AGO1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=3 global_count=39,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,39,3
AtAHK1,B,species_prefix_At,At,AHK1,ambiguous,species_prefixed_uniprot_symbol,2,9,Q9SXL4,AHK1_ARATH,ARATH,sprot,,,,,false,Q9SXL4|AHK1_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=9,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,9,1
AtAHK2,B,species_prefix_At,At,AHK2,ambiguous,species_prefixed_uniprot_symbol,2,9,Q9C5U2,AHK2_ARATH,ARATH,sprot,,,,,false,Q9C5U2|AHK2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=9,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,9,1
AtAHK3,B,species_prefix_At,At,AHK3,ambiguous,species_prefixed_uniprot_symbol,2,9,Q9C5U1,AHK3_ARATH,ARATH,sprot,,,,,false,Q9C5U1|AHK3_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=9,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,9,1
AtAHK4,B,species_prefix_At,At,AHK4,ambiguous,species_prefixed_uniprot_symbol,3,8,Q9C5U0,AHK4_ARATH,ARATH,sprot,,,,,false,Q9C5U0|AHK4_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=2 global_count=8,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,8,2
AtAHK5,B,species_prefix_At,At,AHK5,ambiguous,species_prefixed_uniprot_symbol,2,9,Q3S4A7,AHK5_ARATH,ARATH,sprot,,,,,false,Q3S4A7|AHK5_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=9,Atha,ARATH,known_species_prefix,species_confirmed,species_confirmed_uniprot_match,9,1
