dataset_tier,entity,bucket,sub_type,final_match_category,final_confidence_label,final_confidence_score,uniprot_accession,uniprot_entry_name,uniprot_organism,uniprot_source_tier,phytozome_code,phytozome_gene_id,phytozome_base_gene_id,sequence_length,has_sequence,expected_phytozome_code,expected_uniprot_mnemonic,original_match_status,original_match_type,original_confidence_tier,ambiguity_count,matched_species_category,species_match_status,species_resolution_status,candidate_summary,notes
confidence,AtBBX31,B,species_prefix_At,species_confirmed_uniprot,high,90,Q9LRM4,MIP1B_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9LRM4|MIP1B_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtCLB,B,species_prefix_At,species_confirmed_uniprot,high,90,Q9LEX1,CLB_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9LEX1|CLB_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtCML43,B,species_prefix_At,species_confirmed_uniprot,high,90,Q9FI19,CML43_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9FI19|CML43_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtHSFA7a,B,species_prefix_At,species_confirmed_uniprot,high,90,Q9SV12,HFA7A_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9SV12|HFA7A_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtHSFA7b,B,species_prefix_At,species_confirmed_uniprot,high,90,Q9M1V5,HFA7B_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9M1V5|HFA7B_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtKLU,B,species_prefix_At,species_confirmed_uniprot,high,90,Q9LMX7,C78A5_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9LMX7|C78A5_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtPLC9,B,species_prefix_At,species_confirmed_uniprot,high,90,Q6NMA7,PLCD9_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q6NMA7|PLCD9_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtPP2CG1,B,species_prefix_At,species_confirmed_uniprot,high,90,P93006,P2C27_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,P93006|P2C27_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtRD29A,B,species_prefix_At,species_confirmed_uniprot,high,90,Q06738,RD29A_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q06738|RD29A_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtSTE14B,B,species_prefix_At,species_confirmed_uniprot,high,90,Q93W54,ICMTB_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q93W54|ICMTB_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtTHAS1,B,species_prefix_At,species_confirmed_uniprot,high,90,Q9FI37,PEN4_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9FI37|PEN4_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtVQ15,B,species_prefix_At,species_confirmed_uniprot,high,90,O80683,CAB25_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,O80683|CAB25_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtVQ16,B,species_prefix_At,species_confirmed_uniprot,high,90,O80669,SIB2_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,O80669|SIB2_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtVQ18,B,species_prefix_At,species_confirmed_uniprot,high,90,O64868,VQ18_ARATH,ARATH,sprot,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,O64868|VQ18_ARATH|ARATH|sprot,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,AtVQ26,B,species_prefix_At,species_confirmed_uniprot,high,85,Q9M1D4,Q9M1D4_ARATH,ARATH,trembl,,,,,false,Atha,ARATH,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9M1D4|Q9M1D4_ARATH|ARATH|trembl,prefix=At pcode=Atha mnemonic=ARATH species_count=1 global_count=1
confidence,B4F7T9,A,uniprot_accession,species_confirmed_uniprot,high,85,B4F7T9,B4F7T9_MAIZE,MAIZE,trembl,,,,,false,,,matched,uniprot_accession_exact,1,2,species_confirmed_uniprot_match,species_confirmed,not_applicable,B4F7T9|B4F7T9_MAIZE|MAIZE|trembl,
confidence,B4FV03,A,uniprot_accession,species_confirmed_uniprot,high,85,B4FV03,B4FV03_MAIZE,MAIZE,trembl,,,,,false,,,matched,uniprot_accession_exact,1,2,species_confirmed_uniprot_match,species_confirmed,not_applicable,B4FV03|B4FV03_MAIZE|MAIZE|trembl,
confidence,B4FWU6,A,uniprot_accession,species_confirmed_uniprot,high,85,B4FWU6,B4FWU6_MAIZE,MAIZE,trembl,,,,,false,,,matched,uniprot_accession_exact,1,2,species_confirmed_uniprot_match,species_confirmed,not_applicable,B4FWU6|B4FWU6_MAIZE|MAIZE|trembl,
confidence,B6SV61,A,uniprot_accession,species_confirmed_uniprot,high,85,B6SV61,B6SV61_MAIZE,MAIZE,trembl,,,,,false,,,matched,uniprot_accession_exact,1,2,species_confirmed_uniprot_match,species_confirmed,not_applicable,B6SV61|B6SV61_MAIZE|MAIZE|trembl,
confidence,B6T3Q3,A,uniprot_accession,species_confirmed_uniprot,high,85,B6T3Q3,B6T3Q3_MAIZE,MAIZE,trembl,,,,,false,,,matched,uniprot_accession_exact,1,2,species_confirmed_uniprot_match,species_confirmed,not_applicable,B6T3Q3|B6T3Q3_MAIZE|MAIZE|trembl,
confidence,B8BMH5,A,uniprot_accession,species_confirmed_uniprot,high,85,B8BMH5,B8BMH5_ORYSI,ORYSI,trembl,,,,,false,,,matched,uniprot_accession_exact,1,1,species_confirmed_uniprot_match,species_confirmed,not_applicable,B8BMH5|B8BMH5_ORYSI|ORYSI|trembl,
confidence,BRADI1G75270,A,brachypodium_locus,sequence_confirmed,high,100,,,,,Bdis,Bradi1g75270.1.p,Bradi1g75270,528,true,Bdis,BRADI,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Bdis|Bradi1g75270.1.p|len=528,phy=1 uni_species=0 uni_global=0
confidence,Bradi3g48197,A,brachypodium_locus,sequence_confirmed,high,100,,,,,Bdis,Bradi3g48197.1.p,Bradi3g48197,348,true,Bdis,BRADI,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Bdis|Bradi3g48197.1.p|len=348,phy=1 uni_species=0 uni_global=0
confidence,BRADI3G53860,A,brachypodium_locus,sequence_confirmed,high,100,,,,,Bdis,Bradi3g53860.1.p,Bradi3g53860,539,true,Bdis,BRADI,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Bdis|Bradi3g53860.1.p|len=539,phy=1 uni_species=0 uni_global=0
confidence,BRADI4G37520,A,brachypodium_locus,sequence_confirmed,high,100,,,,,Bdis,Bradi4g37520.1.p,Bradi4g37520,392,true,Bdis,BRADI,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Bdis|Bradi4g37520.1.p|len=392,phy=1 uni_species=0 uni_global=0
confidence,C0P6F8,A,uniprot_accession,species_confirmed_uniprot,high,85,C0P6F8,C0P6F8_MAIZE,MAIZE,trembl,,,,,false,,,matched,uniprot_accession_exact,1,2,species_confirmed_uniprot_match,species_confirmed,not_applicable,C0P6F8|C0P6F8_MAIZE|MAIZE|trembl,
confidence,C0P9V2,A,uniprot_accession,species_confirmed_uniprot,high,85,C0P9V2,C0P9V2_MAIZE,MAIZE,trembl,,,,,false,,,matched,uniprot_accession_exact,1,3,species_confirmed_uniprot_match,species_confirmed,not_applicable,C0P9V2|C0P9V2_MAIZE|MAIZE|trembl,
confidence,C0PKS1,A,uniprot_accession,species_confirmed_uniprot,high,85,C0PKS1,C0PKS1_MAIZE,MAIZE,trembl,,,,,false,,,matched,uniprot_accession_exact,1,2,species_confirmed_uniprot_match,species_confirmed,not_applicable,C0PKS1|C0PKS1_MAIZE|MAIZE|trembl,
confidence,D1MN58,A,uniprot_accession,species_confirmed_uniprot,high,85,D1MN58,D1MN58_MAIZE,MAIZE,trembl,,,,,false,,,matched,uniprot_accession_exact,1,1,species_confirmed_uniprot_match,species_confirmed,not_applicable,D1MN58|D1MN58_MAIZE|MAIZE|trembl,
confidence,Glyma.02g286100,A,soybean_locus,sequence_confirmed,high,100,,,,,Gmax,Glyma.02G286100.1.p,Glyma.02G286100,1124,true,Gmax,SOYBN,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Gmax|Glyma.02G286100.1.p|len=1124,phy=1 uni_species=0 uni_global=0
confidence,Glyma.08g156800,A,soybean_locus,sequence_confirmed,high,100,,,,,Gmax,Glyma.08G156800.1.p,Glyma.08G156800,1904,true,Gmax,SOYBN,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Gmax|Glyma.08G156800.1.p|len=1904,phy=1 uni_species=0 uni_global=0
confidence,Glyma.08G175100,A,soybean_locus,sequence_confirmed,high,100,,,,,Gmax,Glyma.08G175100.1.p,Glyma.08G175100,207,true,Gmax,SOYBN,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Gmax|Glyma.08G175100.1.p|len=207,phy=1 uni_species=0 uni_global=0
confidence,Glyma.08g281600,A,soybean_locus,sequence_confirmed,high,100,,,,,Gmax,Glyma.08G281600.1.p,Glyma.08G281600,140,true,Gmax,SOYBN,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Gmax|Glyma.08G281600.1.p|len=140,phy=1 uni_species=0 uni_global=0
confidence,Glyma.11g063300,A,soybean_locus,sequence_confirmed,high,100,,,,,Gmax,Glyma.11G063300.1.p,Glyma.11G063300,391,true,Gmax,SOYBN,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Gmax|Glyma.11G063300.1.p|len=391,phy=1 uni_species=0 uni_global=0
confidence,Glyma.11g250200,A,soybean_locus,sequence_confirmed,high,100,,,,,Gmax,Glyma.11G250200.1.p,Glyma.11G250200,522,true,Gmax,SOYBN,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Gmax|Glyma.11G250200.1.p|len=522,phy=1 uni_species=0 uni_global=0
confidence,Glyma.13g346700,A,soybean_locus,sequence_confirmed,high,100,,,,,Gmax,Glyma.13G346700.1.p,Glyma.13G346700,274,true,Gmax,SOYBN,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Gmax|Glyma.13G346700.1.p|len=274,phy=1 uni_species=0 uni_global=0
confidence,Glyma.15G251700,A,soybean_locus,sequence_confirmed,high,100,,,,,Gmax,Glyma.15G251700.1.p,Glyma.15G251700,220,true,Gmax,SOYBN,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Gmax|Glyma.15G251700.1.p|len=220,phy=1 uni_species=0 uni_global=0
confidence,Glyma.19G011400,A,soybean_locus,sequence_confirmed,high,100,,,,,Gmax,Glyma.19G011400.1.p,Glyma.19G011400,197,true,Gmax,SOYBN,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Gmax|Glyma.19G011400.1.p|len=197,phy=1 uni_species=0 uni_global=0
confidence,GmLbc3,B,species_prefix_Gm,species_confirmed_uniprot,high,90,P02237,LGB1_SOYBN,SOYBN,sprot,,,,,false,Gmax,SOYBN,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,P02237|LGB1_SOYBN|SOYBN|sprot,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=1 global_count=1
confidence,GmMYB173,B,species_prefix_Gm,species_confirmed_uniprot,high,85,Q0PJI0,Q0PJI0_SOYBN,SOYBN,trembl,,,,,false,Gmax,SOYBN,matched,species_prefixed_uniprot_symbol,2,1,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q0PJI0|Q0PJI0_SOYBN|SOYBN|trembl,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=1 global_count=1
confidence,GRMZM2G002652,A,maize_locus,sequence_confirmed,high,100,,,,,Zmay,GRMZM2G002652_P01,GRMZM2G002652,388,true,Zmay,MAIZE,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Zmay|GRMZM2G002652_P01|len=388,phy=1 uni_species=0 uni_global=0
confidence,GRMZM2G046824,A,maize_locus,sequence_confirmed,high,100,,,,,Zmay,GRMZM2G046824_P03,GRMZM2G046824,391,true,Zmay,MAIZE,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Zmay|GRMZM2G046824_P03|len=391,phy=1 uni_species=0 uni_global=0
confidence,GRMZM2G053177,A,maize_locus,sequence_confirmed,high,100,,,,,Zmay,GRMZM2G053177_P02,GRMZM2G053177,326,true,Zmay,MAIZE,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Zmay|GRMZM2G053177_P02|len=326,phy=1 uni_species=0 uni_global=0
confidence,GRMZM2G091456,A,maize_locus,sequence_confirmed,high,100,,,,,Zmay,GRMZM2G091456_P02,GRMZM2G091456,530,true,Zmay,MAIZE,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Zmay|GRMZM2G091456_P02|len=530,phy=1 uni_species=0 uni_global=0
confidence,GRMZM2G105787,A,maize_locus,sequence_confirmed,high,100,,,,,Zmay,GRMZM2G105787_P01,GRMZM2G105787,534,true,Zmay,MAIZE,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Zmay|GRMZM2G105787_P01|len=534,phy=1 uni_species=0 uni_global=0
confidence,GRMZM2G119703,A,maize_locus,sequence_confirmed,high,100,,,,,Zmay,GRMZM2G119703_P02,GRMZM2G119703,432,true,Zmay,MAIZE,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Zmay|GRMZM2G119703_P02|len=432,phy=1 uni_species=0 uni_global=0
confidence,GRMZM2G139874,A,maize_locus,sequence_confirmed,high,100,,,,,Zmay,GRMZM2G139874_P01,GRMZM2G139874,501,true,Zmay,MAIZE,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Zmay|GRMZM2G139874_P01|len=501,phy=1 uni_species=0 uni_global=0
confidence,GRMZM2G146677,A,maize_locus,sequence_confirmed,high,100,,,,,Zmay,GRMZM2G146677_P01,GRMZM2G146677,430,true,Zmay,MAIZE,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Zmay|GRMZM2G146677_P01|len=430,phy=1 uni_species=0 uni_global=0
confidence,GRMZM2G152258,A,maize_locus,sequence_confirmed,high,100,,,,,Zmay,GRMZM2G152258_P01,GRMZM2G152258,263,true,Zmay,MAIZE,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Zmay|GRMZM2G152258_P01|len=263,phy=1 uni_species=0 uni_global=0
confidence,GRMZM2G172883,A,maize_locus,sequence_confirmed,high,100,,,,,Zmay,GRMZM2G172883_P01,GRMZM2G172883,517,true,Zmay,MAIZE,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Zmay|GRMZM2G172883_P01|len=517,phy=1 uni_species=0 uni_global=0
confidence,K7TFB6,A,uniprot_accession,species_confirmed_uniprot,high,85,K7TFB6,K7TFB6_MAIZE,MAIZE,trembl,,,,,false,,,matched,uniprot_accession_exact,1,2,species_confirmed_uniprot_match,species_confirmed,not_applicable,K7TFB6|K7TFB6_MAIZE|MAIZE|trembl,
confidence,LOC_Os01g43550,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os01g43550.1,LOC_Os01g43550,350,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os01g43550.1|len=350,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os01g51890,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os01g51890.1,LOC_Os01g51890,676,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os01g51890.1|len=676,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os01g64000,A,rice_locus_msu,sequence_confirmed,high,100,Q8RZ35,ABI5_ORYSJ,ORYSJ,sprot,Osat,LOC_Os01g64000.1,LOC_Os01g64000,388,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os01g64000.1|len=388 | Q8RZ35|ABI5_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os01g67220,A,rice_locus_msu,sequence_confirmed,high,100,Q5N863,BGL04_ORYSJ,ORYSJ,sprot,Osat,LOC_Os01g67220.2,LOC_Os01g67220,483,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os01g67220.2|len=483 | Q5N863|BGL04_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os03g01600,A,rice_locus_msu,sequence_confirmed,high,100,Q8H7T7,Q8H7T7_ORYSJ,ORYSJ,trembl,Osat,LOC_Os03g01600.1,LOC_Os03g01600,405,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os03g01600.1|len=405 | Q8H7T7|Q8H7T7_ORYSJ|ORYSJ|trembl,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os03g04770,A,rice_locus_msu,sequence_confirmed,high,100,Q10RZ1,BAMY2_ORYSJ,ORYSJ,sprot,Osat,LOC_Os03g04770.1,LOC_Os03g04770,557,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os03g04770.1|len=557 | Q10RZ1|BAMY2_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os03g47860,A,rice_locus_msu,sequence_confirmed,high,100,Q7Y009,Q7Y009_ORYSJ,ORYSJ,trembl,Osat,LOC_Os03g47860.1,LOC_Os03g47860,462,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os03g47860.1|len=462 | Q7Y009|Q7Y009_ORYSJ|ORYSJ|trembl,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os03g48170,A,rice_locus_msu,sequence_confirmed,high,100,Q10F03,FLO6_ORYSJ,ORYSJ,sprot,Osat,LOC_Os03g48170.1,LOC_Os03g48170,529,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os03g48170.1|len=529 | Q10F03|FLO6_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os03g62180,A,rice_locus_msu,sequence_confirmed,high,100,Q851M7,Q851M7_ORYSJ,ORYSJ,trembl,Osat,LOC_Os03g62180.2,LOC_Os03g62180,858,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os03g62180.2|len=858 | Q851M7|Q851M7_ORYSJ|ORYSJ|trembl,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os04g33740,A,rice_locus_msu,sequence_confirmed,high,100,Q0JDC5,INV2_ORYSJ,ORYSJ,sprot,Osat,LOC_Os04g33740.1,LOC_Os04g33740,597,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os04g33740.1|len=597 | Q0JDC5|INV2_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os04g37619,A,rice_locus_msu,sequence_confirmed,high,100,Q0JCU7,ZEP_ORYSJ,ORYSJ,sprot,Osat,LOC_Os04g37619.1,LOC_Os04g37619,659,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os04g37619.1|len=659 | Q0JCU7|ZEP_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os04g38400,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os04g38400.1,LOC_Os04g38400,445,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os04g38400.1|len=445,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os04g52830,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os04g52830.1,LOC_Os04g52830,455,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os04g52830.1|len=455,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os05g12040,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os05g12040.1,LOC_Os05g12040,500,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os05g12040.1|len=500,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os05g22920,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os05g22920.1,LOC_Os05g22920,664,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os05g22920.1|len=664,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os05g33130,A,rice_locus_msu,sequence_confirmed,high,100,Q7DNA1,CHI2_ORYSJ,ORYSJ,sprot,Osat,LOC_Os05g33130.1,LOC_Os05g33130,340,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os05g33130.1|len=340 | Q7DNA1|CHI2_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os05g40270,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os05g40270.4,LOC_Os05g40270,952,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os05g40270.4|len=952,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os05g43870,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os05g43870.1,LOC_Os05g43870,424,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os05g43870.1|len=424,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os05g46020,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os05g46020.1,LOC_Os05g46020,221,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os05g46020.1|len=221,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os06g03710,A,rice_locus_msu,sequence_confirmed,high,100,Q9LWU9,DLT_ORYSJ,ORYSJ,sprot,Osat,LOC_Os06g03710.1,LOC_Os06g03710,617,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os06g03710.1|len=617 | Q9LWU9|DLT_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os06g36670,A,rice_locus_msu,sequence_confirmed,high,100,Q5Z8S0,PYL9_ORYSJ,ORYSJ,sprot,Osat,LOC_Os06g36670.1,LOC_Os06g36670,207,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os06g36670.1|len=207 | Q5Z8S0|PYL9_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1
confidence,LOC_Os06g38120,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os06g38120.1,LOC_Os06g38120,511,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os06g38120.1|len=511,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os06g41720,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os06g41720.1,LOC_Os06g41720,161,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os06g41720.1|len=161,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os06g48200,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os06g48200.1,LOC_Os06g48200,290,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os06g48200.1|len=290,phy=1 uni_species=0 uni_global=0
confidence,LOC_Os07g31010,A,rice_locus_msu,sequence_confirmed,high,100,,,,,Osat,LOC_Os07g31010.1,LOC_Os07g31010,229,true,Osat,ORYSJ,matched,phytozome_gene_exact,1,1,sequence_confirmed_match,species_confirmed,known_locus_species,Osat|LOC_Os07g31010.1|len=229,phy=1 uni_species=0 uni_global=0
