protein_json_id,entity,full_json_path,best_only_json_path,dataset_membership,has_sequence,sequence_ref,match_count,best_match_category
protein_002577,ATG8 protein,outputs/json_dataset/full/protein_002577.json,outputs/json_dataset/best_only/protein_002577.json,unresolved,false,,0,descriptive_deferred
protein_002578,ATG8-OE,outputs/json_dataset/full/protein_002578.json,outputs/json_dataset/best_only/protein_002578.json,unresolved,false,,0,descriptive_deferred
protein_002579,ATG8a,outputs/json_dataset/full/protein_002579.json,outputs/json_dataset/best_only/protein_002579.json,unresolved,false,,0,descriptive_deferred
protein_002580,ATG8c,outputs/json_dataset/full/protein_002580.json,outputs/json_dataset/best_only/protein_002580.json,unresolved,false,,0,descriptive_deferred
protein_002581,AtGA20ox1,outputs/json_dataset/full/protein_002581.json,outputs/json_dataset/best_only/protein_002581.json,coverage,false,,1,species_confirmed_uniprot
protein_002582,AtGAD4,outputs/json_dataset/full/protein_002582.json,outputs/json_dataset/best_only/protein_002582.json,coverage,false,,1,species_confirmed_uniprot
protein_002583,AtGASA14,outputs/json_dataset/full/protein_002583.json,outputs/json_dataset/best_only/protein_002583.json,coverage,false,,1,species_confirmed_uniprot
protein_002584,AtGASA2,outputs/json_dataset/full/protein_002584.json,outputs/json_dataset/best_only/protein_002584.json,coverage,false,,1,species_confirmed_uniprot
protein_002585,AtGASA3,outputs/json_dataset/full/protein_002585.json,outputs/json_dataset/best_only/protein_002585.json,coverage,false,,1,species_confirmed_uniprot
protein_002586,AtGASA5,outputs/json_dataset/full/protein_002586.json,outputs/json_dataset/best_only/protein_002586.json,coverage,false,,1,species_confirmed_uniprot
protein_002587,AtGAT1,outputs/json_dataset/full/protein_002587.json,outputs/json_dataset/best_only/protein_002587.json,coverage,false,,2,species_confirmed_uniprot
protein_002588,AtGCN2,outputs/json_dataset/full/protein_002588.json,outputs/json_dataset/best_only/protein_002588.json,coverage,false,,2,species_confirmed_uniprot
protein_002589,AtGCN2 kinase,outputs/json_dataset/full/protein_002589.json,outputs/json_dataset/best_only/protein_002589.json,unresolved,false,,0,descriptive_deferred
protein_002590,AtGELP60,outputs/json_dataset/full/protein_002590.json,outputs/json_dataset/best_only/protein_002590.json,unresolved,false,,0,species_confirmed_no_match
protein_002591,AtGGPPS,outputs/json_dataset/full/protein_002591.json,outputs/json_dataset/best_only/protein_002591.json,unresolved,false,,5,species_mismatched_match
protein_002592,AtGL3,outputs/json_dataset/full/protein_002592.json,outputs/json_dataset/best_only/protein_002592.json,coverage,false,,1,species_confirmed_uniprot
protein_002593,AtGL3+,outputs/json_dataset/full/protein_002593.json,outputs/json_dataset/best_only/protein_002593.json,unresolved,false,,0,descriptive_deferred
protein_002594,AtGLIP2,outputs/json_dataset/full/protein_002594.json,outputs/json_dataset/best_only/protein_002594.json,coverage,false,,1,species_confirmed_uniprot
protein_002595,ATGLYI2,outputs/json_dataset/full/protein_002595.json,outputs/json_dataset/best_only/protein_002595.json,coverage,false,,1,ambiguous_but_useful
protein_002596,AtGolS1,outputs/json_dataset/full/protein_002596.json,outputs/json_dataset/best_only/protein_002596.json,coverage,false,,1,species_confirmed_uniprot
protein_002597,AtGolS1/2,outputs/json_dataset/full/protein_002597.json,outputs/json_dataset/best_only/protein_002597.json,unresolved,false,,0,descriptive_deferred
protein_002598,AtGolS2,outputs/json_dataset/full/protein_002598.json,outputs/json_dataset/best_only/protein_002598.json,coverage,false,,1,species_confirmed_uniprot
protein_002599,AtGolS3,outputs/json_dataset/full/protein_002599.json,outputs/json_dataset/best_only/protein_002599.json,coverage,false,,1,species_confirmed_uniprot
protein_002600,AtGPAT3,outputs/json_dataset/full/protein_002600.json,outputs/json_dataset/best_only/protein_002600.json,coverage,false,,1,species_confirmed_uniprot
protein_002601,AtGPX,outputs/json_dataset/full/protein_002601.json,outputs/json_dataset/best_only/protein_002601.json,unresolved,false,,1,species_mismatched_match
protein_002602,AtGPX1-8,outputs/json_dataset/full/protein_002602.json,outputs/json_dataset/best_only/protein_002602.json,unresolved,false,,0,species_confirmed_no_match
protein_002603,AtGPX1–8,outputs/json_dataset/full/protein_002603.json,outputs/json_dataset/best_only/protein_002603.json,unresolved,false,,0,descriptive_deferred
protein_002604,AtGPX3,outputs/json_dataset/full/protein_002604.json,outputs/json_dataset/best_only/protein_002604.json,coverage,false,,1,species_confirmed_uniprot
protein_002605,AtGPX8,outputs/json_dataset/full/protein_002605.json,outputs/json_dataset/best_only/protein_002605.json,coverage,false,,1,species_confirmed_uniprot
protein_002606,AtGPXL3,outputs/json_dataset/full/protein_002606.json,outputs/json_dataset/best_only/protein_002606.json,unresolved,false,,0,species_confirmed_no_match
protein_002607,ATGRP7,outputs/json_dataset/full/protein_002607.json,outputs/json_dataset/best_only/protein_002607.json,coverage,false,,1,ambiguous_but_useful
protein_002608,AtGRXS17,outputs/json_dataset/full/protein_002608.json,outputs/json_dataset/best_only/protein_002608.json,coverage,false,,1,species_confirmed_uniprot
protein_002609,ATGs,outputs/json_dataset/full/protein_002609.json,outputs/json_dataset/best_only/protein_002609.json,unresolved,false,,0,descriptive_deferred
protein_002610,ATGSTF8,outputs/json_dataset/full/protein_002610.json,outputs/json_dataset/best_only/protein_002610.json,unresolved,false,,0,no_species_no_match
protein_002611,ATGSTU1,outputs/json_dataset/full/protein_002611.json,outputs/json_dataset/best_only/protein_002611.json,coverage,false,,1,ambiguous_but_useful
protein_002612,AtGSTU17,outputs/json_dataset/full/protein_002612.json,outputs/json_dataset/best_only/protein_002612.json,coverage,false,,1,species_confirmed_uniprot
protein_002613,ATGSTU24,outputs/json_dataset/full/protein_002613.json,outputs/json_dataset/best_only/protein_002613.json,unresolved,false,,0,no_species_no_match
protein_002614,ATGSTU25,outputs/json_dataset/full/protein_002614.json,outputs/json_dataset/best_only/protein_002614.json,unresolved,false,,0,no_species_no_match
protein_002615,ATGSTU3,outputs/json_dataset/full/protein_002615.json,outputs/json_dataset/best_only/protein_002615.json,unresolved,false,,0,no_species_no_match
protein_002616,AtGSTU5,outputs/json_dataset/full/protein_002616.json,outputs/json_dataset/best_only/protein_002616.json,coverage,false,,1,species_confirmed_uniprot
protein_002617,AtGT2L,outputs/json_dataset/full/protein_002617.json,outputs/json_dataset/best_only/protein_002617.json,unresolved,false,,0,species_confirmed_no_match
protein_002618,AtGT2L gene,outputs/json_dataset/full/protein_002618.json,outputs/json_dataset/best_only/protein_002618.json,unresolved,false,,0,descriptive_deferred
protein_002619,AtGyrA,outputs/json_dataset/full/protein_002619.json,outputs/json_dataset/best_only/protein_002619.json,coverage,false,,1,species_confirmed_uniprot
protein_002620,ath-miRf10317-akr,outputs/json_dataset/full/protein_002620.json,outputs/json_dataset/best_only/protein_002620.json,unresolved,false,,0,descriptive_deferred
protein_002621,AtHAG3,outputs/json_dataset/full/protein_002621.json,outputs/json_dataset/best_only/protein_002621.json,coverage,false,,2,species_confirmed_uniprot
protein_002622,ATHB transcription factors,outputs/json_dataset/full/protein_002622.json,outputs/json_dataset/best_only/protein_002622.json,unresolved,false,,0,descriptive_deferred
protein_002623,ATHB-12,outputs/json_dataset/full/protein_002623.json,outputs/json_dataset/best_only/protein_002623.json,unresolved,false,,0,descriptive_deferred
protein_002624,AtHB12,outputs/json_dataset/full/protein_002624.json,outputs/json_dataset/best_only/protein_002624.json,unresolved,false,,2,species_mismatched_match
protein_002625,AtHB13,outputs/json_dataset/full/protein_002625.json,outputs/json_dataset/best_only/protein_002625.json,unresolved,false,,1,species_mismatched_match
protein_002626,ATHB2,outputs/json_dataset/full/protein_002626.json,outputs/json_dataset/best_only/protein_002626.json,unresolved,false,,0,no_species_no_match
protein_002627,AtHB5,outputs/json_dataset/full/protein_002627.json,outputs/json_dataset/best_only/protein_002627.json,coverage,false,,1,species_confirmed_uniprot
protein_002628,AtHB6,outputs/json_dataset/full/protein_002628.json,outputs/json_dataset/best_only/protein_002628.json,unresolved,false,,3,species_mismatched_match
protein_002629,ATHB7,outputs/json_dataset/full/protein_002629.json,outputs/json_dataset/best_only/protein_002629.json,coverage,false,,1,ambiguous_but_useful
protein_002630,ATHB8,outputs/json_dataset/full/protein_002630.json,outputs/json_dataset/best_only/protein_002630.json,coverage,false,,4,ambiguous_but_useful
protein_002631,AtHDR,outputs/json_dataset/full/protein_002631.json,outputs/json_dataset/best_only/protein_002631.json,coverage,false,,1,species_confirmed_uniprot
protein_002632,AtHELs,outputs/json_dataset/full/protein_002632.json,outputs/json_dataset/best_only/protein_002632.json,unresolved,false,,0,species_confirmed_no_match
protein_002633,AthFAD2A,outputs/json_dataset/full/protein_002633.json,outputs/json_dataset/best_only/protein_002633.json,unresolved,false,,5,species_mismatched_match
protein_002634,AthFAD3A,outputs/json_dataset/full/protein_002634.json,outputs/json_dataset/best_only/protein_002634.json,unresolved,false,,5,species_mismatched_match
protein_002635,AthFAD4,outputs/json_dataset/full/protein_002635.json,outputs/json_dataset/best_only/protein_002635.json,coverage,false,,1,species_confirmed_uniprot
protein_002636,AthFAD6,outputs/json_dataset/full/protein_002636.json,outputs/json_dataset/best_only/protein_002636.json,coverage,false,,1,species_confirmed_uniprot
protein_002637,AtHIPP22,outputs/json_dataset/full/protein_002637.json,outputs/json_dataset/best_only/protein_002637.json,coverage,false,,1,species_confirmed_uniprot
protein_002638,AtHIPP26,outputs/json_dataset/full/protein_002638.json,outputs/json_dataset/best_only/protein_002638.json,coverage,false,,1,species_confirmed_uniprot
protein_002639,ATHK1,outputs/json_dataset/full/protein_002639.json,outputs/json_dataset/best_only/protein_002639.json,coverage,false,,1,ambiguous_but_useful
protein_002640,AtHMA4,outputs/json_dataset/full/protein_002640.json,outputs/json_dataset/best_only/protein_002640.json,coverage,false,,1,species_confirmed_uniprot
protein_002641,AtHMA5,outputs/json_dataset/full/protein_002641.json,outputs/json_dataset/best_only/protein_002641.json,coverage,false,,1,species_confirmed_uniprot
protein_002642,AtHMA7,outputs/json_dataset/full/protein_002642.json,outputs/json_dataset/best_only/protein_002642.json,coverage,false,,1,species_confirmed_uniprot
protein_002643,AtHMG1,outputs/json_dataset/full/protein_002643.json,outputs/json_dataset/best_only/protein_002643.json,coverage,false,,2,species_confirmed_uniprot
protein_002644,AtHsfA1b,outputs/json_dataset/full/protein_002644.json,outputs/json_dataset/best_only/protein_002644.json,coverage,false,,1,species_confirmed_uniprot
protein_002645,AtHsfA1b-gusA,outputs/json_dataset/full/protein_002645.json,outputs/json_dataset/best_only/protein_002645.json,unresolved,false,,0,species_confirmed_no_match
protein_002646,AtHSFA2,outputs/json_dataset/full/protein_002646.json,outputs/json_dataset/best_only/protein_002646.json,coverage,false,,1,species_confirmed_uniprot
protein_002647,AtHsfA3,outputs/json_dataset/full/protein_002647.json,outputs/json_dataset/best_only/protein_002647.json,coverage,false,,1,species_confirmed_uniprot
protein_002648,AtHSFA4A,outputs/json_dataset/full/protein_002648.json,outputs/json_dataset/best_only/protein_002648.json,coverage,false,,1,species_confirmed_uniprot
protein_002649,AtHSFA5,outputs/json_dataset/full/protein_002649.json,outputs/json_dataset/best_only/protein_002649.json,coverage,false,,1,species_confirmed_uniprot
protein_002650,AtHsfA6a,outputs/json_dataset/full/protein_002650.json,outputs/json_dataset/best_only/protein_002650.json,coverage,false,,1,species_confirmed_uniprot
protein_002651,AtHSFA6b,outputs/json_dataset/full/protein_002651.json,outputs/json_dataset/best_only/protein_002651.json,coverage,false,,1,species_confirmed_uniprot
protein_002652,AtHSFA7a,outputs/json_dataset/full/protein_002652.json,outputs/json_dataset/best_only/protein_002652.json,confidence,false,,1,species_confirmed_uniprot
protein_002653,AtHSFA7b,outputs/json_dataset/full/protein_002653.json,outputs/json_dataset/best_only/protein_002653.json,confidence,false,,1,species_confirmed_uniprot
protein_002654,AtHsfA8,outputs/json_dataset/full/protein_002654.json,outputs/json_dataset/best_only/protein_002654.json,coverage,false,,1,species_confirmed_uniprot
protein_002655,AtHSFA9,outputs/json_dataset/full/protein_002655.json,outputs/json_dataset/best_only/protein_002655.json,coverage,false,,1,species_confirmed_uniprot
protein_002656,AtHSFB2a,outputs/json_dataset/full/protein_002656.json,outputs/json_dataset/best_only/protein_002656.json,coverage,false,,1,species_confirmed_uniprot
protein_002657,AtHSP17.4,outputs/json_dataset/full/protein_002657.json,outputs/json_dataset/best_only/protein_002657.json,unresolved,false,,0,descriptive_deferred
protein_002658,AtHSP17.4C1,outputs/json_dataset/full/protein_002658.json,outputs/json_dataset/best_only/protein_002658.json,unresolved,false,,0,descriptive_deferred
protein_002659,AtHSP17.7,outputs/json_dataset/full/protein_002659.json,outputs/json_dataset/best_only/protein_002659.json,unresolved,false,,0,descriptive_deferred
protein_002660,AtHSP17.8,outputs/json_dataset/full/protein_002660.json,outputs/json_dataset/best_only/protein_002660.json,unresolved,false,,0,descriptive_deferred
protein_002661,AtHSP20,outputs/json_dataset/full/protein_002661.json,outputs/json_dataset/best_only/protein_002661.json,unresolved,false,,5,species_mismatched_match
protein_002662,AtHSP21,outputs/json_dataset/full/protein_002662.json,outputs/json_dataset/best_only/protein_002662.json,coverage,false,,1,species_confirmed_uniprot
protein_002663,ATHSP22.0,outputs/json_dataset/full/protein_002663.json,outputs/json_dataset/best_only/protein_002663.json,coverage,false,,1,ambiguous_but_useful
protein_002664,AtHSP23-5,outputs/json_dataset/full/protein_002664.json,outputs/json_dataset/best_only/protein_002664.json,unresolved,false,,0,species_confirmed_no_match
protein_002665,AtHSP90,outputs/json_dataset/full/protein_002665.json,outputs/json_dataset/best_only/protein_002665.json,unresolved,false,,2,species_mismatched_match
protein_002666,AtHsp90-1,outputs/json_dataset/full/protein_002666.json,outputs/json_dataset/best_only/protein_002666.json,coverage,false,,1,species_confirmed_uniprot
protein_002667,AtHsp90-2,outputs/json_dataset/full/protein_002667.json,outputs/json_dataset/best_only/protein_002667.json,coverage,false,,1,species_confirmed_uniprot
protein_002668,AtHSP90-4,outputs/json_dataset/full/protein_002668.json,outputs/json_dataset/best_only/protein_002668.json,coverage,false,,1,species_confirmed_uniprot
protein_002669,AtHSP90.1,outputs/json_dataset/full/protein_002669.json,outputs/json_dataset/best_only/protein_002669.json,unresolved,false,,0,descriptive_deferred
protein_002670,AtHSP90.5,outputs/json_dataset/full/protein_002670.json,outputs/json_dataset/best_only/protein_002670.json,unresolved,false,,0,descriptive_deferred
protein_002671,AtHSPR,outputs/json_dataset/full/protein_002671.json,outputs/json_dataset/best_only/protein_002671.json,coverage,false,,1,species_confirmed_uniprot
protein_002672,AtIAA12,outputs/json_dataset/full/protein_002672.json,outputs/json_dataset/best_only/protein_002672.json,coverage,false,,1,species_confirmed_uniprot
protein_002673,AtIAA14,outputs/json_dataset/full/protein_002673.json,outputs/json_dataset/best_only/protein_002673.json,coverage,false,,1,species_confirmed_uniprot
protein_002674,AtIAA16,outputs/json_dataset/full/protein_002674.json,outputs/json_dataset/best_only/protein_002674.json,coverage,false,,1,species_confirmed_uniprot
protein_002675,AtIAA19,outputs/json_dataset/full/protein_002675.json,outputs/json_dataset/best_only/protein_002675.json,coverage,false,,1,species_confirmed_uniprot
protein_002676,AtIAA5,outputs/json_dataset/full/protein_002676.json,outputs/json_dataset/best_only/protein_002676.json,coverage,false,,1,species_confirmed_uniprot
protein_002677,AtIAA8,outputs/json_dataset/full/protein_002677.json,outputs/json_dataset/best_only/protein_002677.json,coverage,false,,1,species_confirmed_uniprot
protein_002678,AtIPK2,outputs/json_dataset/full/protein_002678.json,outputs/json_dataset/best_only/protein_002678.json,unresolved,false,,2,species_mismatched_match
protein_002679,AtIPK2α,outputs/json_dataset/full/protein_002679.json,outputs/json_dataset/best_only/protein_002679.json,unresolved,false,,0,descriptive_deferred
protein_002680,AtIPK2α/β,outputs/json_dataset/full/protein_002680.json,outputs/json_dataset/best_only/protein_002680.json,unresolved,false,,0,descriptive_deferred
protein_002681,AtIPK2β,outputs/json_dataset/full/protein_002681.json,outputs/json_dataset/best_only/protein_002681.json,unresolved,false,,0,descriptive_deferred
protein_002682,AtJAT3,outputs/json_dataset/full/protein_002682.json,outputs/json_dataset/best_only/protein_002682.json,unresolved,false,,0,species_confirmed_no_match
protein_002683,AtJAT4,outputs/json_dataset/full/protein_002683.json,outputs/json_dataset/best_only/protein_002683.json,unresolved,false,,0,species_confirmed_no_match
protein_002684,AtJAZ10,outputs/json_dataset/full/protein_002684.json,outputs/json_dataset/best_only/protein_002684.json,coverage,false,,1,species_confirmed_uniprot
protein_002685,AtJAZ5,outputs/json_dataset/full/protein_002685.json,outputs/json_dataset/best_only/protein_002685.json,coverage,false,,1,species_confirmed_uniprot
protein_002686,AtJAZ7,outputs/json_dataset/full/protein_002686.json,outputs/json_dataset/best_only/protein_002686.json,coverage,false,,1,species_confirmed_uniprot
protein_002687,AtJMJ18,outputs/json_dataset/full/protein_002687.json,outputs/json_dataset/best_only/protein_002687.json,coverage,false,,1,species_confirmed_uniprot
protein_002688,AtJMT gene,outputs/json_dataset/full/protein_002688.json,outputs/json_dataset/best_only/protein_002688.json,unresolved,false,,0,descriptive_deferred
protein_002689,AtKCS05,outputs/json_dataset/full/protein_002689.json,outputs/json_dataset/best_only/protein_002689.json,unresolved,false,,0,species_confirmed_no_match
protein_002690,AtKCS06,outputs/json_dataset/full/protein_002690.json,outputs/json_dataset/best_only/protein_002690.json,unresolved,false,,0,species_confirmed_no_match
protein_002691,AtKIN1,outputs/json_dataset/full/protein_002691.json,outputs/json_dataset/best_only/protein_002691.json,coverage,false,,3,species_confirmed_uniprot
protein_002692,AtKLU,outputs/json_dataset/full/protein_002692.json,outputs/json_dataset/best_only/protein_002692.json,confidence,false,,1,species_confirmed_uniprot
protein_002693,AtKTI1,outputs/json_dataset/full/protein_002693.json,outputs/json_dataset/best_only/protein_002693.json,coverage,false,,2,species_confirmed_uniprot
protein_002694,ATL31,outputs/json_dataset/full/protein_002694.json,outputs/json_dataset/best_only/protein_002694.json,coverage,false,,1,ambiguous_but_useful
protein_002695,ATL6,outputs/json_dataset/full/protein_002695.json,outputs/json_dataset/best_only/protein_002695.json,coverage,false,,1,ambiguous_but_useful
protein_002696,AtLBD37,outputs/json_dataset/full/protein_002696.json,outputs/json_dataset/best_only/protein_002696.json,coverage,false,,1,species_confirmed_uniprot
protein_002697,AtLBD38,outputs/json_dataset/full/protein_002697.json,outputs/json_dataset/best_only/protein_002697.json,coverage,false,,1,species_confirmed_uniprot
protein_002698,AtLBD39,outputs/json_dataset/full/protein_002698.json,outputs/json_dataset/best_only/protein_002698.json,coverage,false,,1,species_confirmed_uniprot
protein_002699,AtLBD40,outputs/json_dataset/full/protein_002699.json,outputs/json_dataset/best_only/protein_002699.json,coverage,false,,1,species_confirmed_uniprot
protein_002700,AtLDOX,outputs/json_dataset/full/protein_002700.json,outputs/json_dataset/best_only/protein_002700.json,coverage,false,,1,species_confirmed_uniprot
protein_002701,AtLEP,outputs/json_dataset/full/protein_002701.json,outputs/json_dataset/best_only/protein_002701.json,coverage,false,,1,species_confirmed_uniprot
protein_002702,AtLHT1,outputs/json_dataset/full/protein_002702.json,outputs/json_dataset/best_only/protein_002702.json,coverage,false,,1,species_confirmed_uniprot
protein_002703,AtLHT2,outputs/json_dataset/full/protein_002703.json,outputs/json_dataset/best_only/protein_002703.json,coverage,false,,1,species_confirmed_uniprot
protein_002704,AtLHT4,outputs/json_dataset/full/protein_002704.json,outputs/json_dataset/best_only/protein_002704.json,unresolved,false,,1,species_mismatched_match
protein_002705,AtLHT5,outputs/json_dataset/full/protein_002705.json,outputs/json_dataset/best_only/protein_002705.json,unresolved,false,,1,species_mismatched_match
protein_002706,AtLHT6,outputs/json_dataset/full/protein_002706.json,outputs/json_dataset/best_only/protein_002706.json,unresolved,false,,1,species_mismatched_match
protein_002707,AtLOX1,outputs/json_dataset/full/protein_002707.json,outputs/json_dataset/best_only/protein_002707.json,coverage,false,,1,species_confirmed_uniprot
protein_002708,AtLOX2,outputs/json_dataset/full/protein_002708.json,outputs/json_dataset/best_only/protein_002708.json,coverage,false,,1,species_confirmed_uniprot
protein_002709,AtLOX3,outputs/json_dataset/full/protein_002709.json,outputs/json_dataset/best_only/protein_002709.json,coverage,false,,2,species_confirmed_uniprot
protein_002710,AtLOX4,outputs/json_dataset/full/protein_002710.json,outputs/json_dataset/best_only/protein_002710.json,coverage,false,,1,species_confirmed_uniprot
protein_002711,AtLOX5,outputs/json_dataset/full/protein_002711.json,outputs/json_dataset/best_only/protein_002711.json,coverage,false,,1,species_confirmed_uniprot
protein_002712,AtLOX6,outputs/json_dataset/full/protein_002712.json,outputs/json_dataset/best_only/protein_002712.json,coverage,false,,1,species_confirmed_uniprot
protein_002713,AtLPAT4,outputs/json_dataset/full/protein_002713.json,outputs/json_dataset/best_only/protein_002713.json,coverage,false,,1,species_confirmed_uniprot
protein_002714,AtLPAT5,outputs/json_dataset/full/protein_002714.json,outputs/json_dataset/best_only/protein_002714.json,coverage,false,,1,species_confirmed_uniprot
protein_002715,AtLPP2,outputs/json_dataset/full/protein_002715.json,outputs/json_dataset/best_only/protein_002715.json,coverage,false,,1,species_confirmed_uniprot
protein_002716,AtLTI65,outputs/json_dataset/full/protein_002716.json,outputs/json_dataset/best_only/protein_002716.json,coverage,false,,1,species_confirmed_uniprot
protein_002717,AtLTL1,outputs/json_dataset/full/protein_002717.json,outputs/json_dataset/best_only/protein_002717.json,coverage,false,,1,species_confirmed_uniprot
protein_002718,ATLTP44,outputs/json_dataset/full/protein_002718.json,outputs/json_dataset/best_only/protein_002718.json,coverage,false,,1,ambiguous_but_useful
protein_002719,AtLURP1,outputs/json_dataset/full/protein_002719.json,outputs/json_dataset/best_only/protein_002719.json,coverage,false,,1,species_confirmed_uniprot
protein_002720,AtMAPKKK18,outputs/json_dataset/full/protein_002720.json,outputs/json_dataset/best_only/protein_002720.json,coverage,false,,1,species_confirmed_uniprot
protein_002721,AtMAX2,outputs/json_dataset/full/protein_002721.json,outputs/json_dataset/best_only/protein_002721.json,coverage,false,,1,species_confirmed_uniprot
protein_002722,AtMBF1 genes,outputs/json_dataset/full/protein_002722.json,outputs/json_dataset/best_only/protein_002722.json,unresolved,false,,0,descriptive_deferred
protein_002723,AtMBF1c,outputs/json_dataset/full/protein_002723.json,outputs/json_dataset/best_only/protein_002723.json,coverage,false,,1,species_confirmed_uniprot
protein_002724,AtMGL,outputs/json_dataset/full/protein_002724.json,outputs/json_dataset/best_only/protein_002724.json,coverage,false,,1,species_confirmed_uniprot
protein_002725,AtMGL gene,outputs/json_dataset/full/protein_002725.json,outputs/json_dataset/best_only/protein_002725.json,unresolved,false,,0,descriptive_deferred
protein_002726,AtMIOX4,outputs/json_dataset/full/protein_002726.json,outputs/json_dataset/best_only/protein_002726.json,coverage,false,,1,species_confirmed_uniprot
protein_002727,AtMIPS1,outputs/json_dataset/full/protein_002727.json,outputs/json_dataset/best_only/protein_002727.json,coverage,false,,1,species_confirmed_uniprot
protein_002728,AtMIPS2,outputs/json_dataset/full/protein_002728.json,outputs/json_dataset/best_only/protein_002728.json,coverage,false,,1,species_confirmed_uniprot
protein_002729,AtMPK8,outputs/json_dataset/full/protein_002729.json,outputs/json_dataset/best_only/protein_002729.json,coverage,false,,1,species_confirmed_uniprot
protein_002730,AtMYB,outputs/json_dataset/full/protein_002730.json,outputs/json_dataset/best_only/protein_002730.json,coverage,false,,5,species_confirmed_uniprot
protein_002731,AtMYB1,outputs/json_dataset/full/protein_002731.json,outputs/json_dataset/best_only/protein_002731.json,coverage,false,,1,species_confirmed_uniprot
protein_002732,AtMYB101,outputs/json_dataset/full/protein_002732.json,outputs/json_dataset/best_only/protein_002732.json,coverage,false,,1,species_confirmed_uniprot
protein_002733,AtMYB111,outputs/json_dataset/full/protein_002733.json,outputs/json_dataset/best_only/protein_002733.json,coverage,false,,1,species_confirmed_uniprot
protein_002734,AtMYB113,outputs/json_dataset/full/protein_002734.json,outputs/json_dataset/best_only/protein_002734.json,coverage,false,,1,species_confirmed_uniprot
protein_002735,AtMYB12,outputs/json_dataset/full/protein_002735.json,outputs/json_dataset/best_only/protein_002735.json,coverage,false,,1,species_confirmed_uniprot
protein_002736,AtMYB15,outputs/json_dataset/full/protein_002736.json,outputs/json_dataset/best_only/protein_002736.json,coverage,false,,1,species_confirmed_uniprot
protein_002737,AtMYB2,outputs/json_dataset/full/protein_002737.json,outputs/json_dataset/best_only/protein_002737.json,coverage,false,,1,species_confirmed_uniprot
protein_002738,AtMYB33,outputs/json_dataset/full/protein_002738.json,outputs/json_dataset/best_only/protein_002738.json,coverage,false,,1,species_confirmed_uniprot
protein_002739,AtMYB4,outputs/json_dataset/full/protein_002739.json,outputs/json_dataset/best_only/protein_002739.json,coverage,false,,2,species_confirmed_uniprot
protein_002740,AtMYB44,outputs/json_dataset/full/protein_002740.json,outputs/json_dataset/best_only/protein_002740.json,coverage,false,,1,species_confirmed_uniprot
protein_002741,AtMYB5,outputs/json_dataset/full/protein_002741.json,outputs/json_dataset/best_only/protein_002741.json,coverage,false,,1,species_confirmed_uniprot
protein_002742,AtMYB52,outputs/json_dataset/full/protein_002742.json,outputs/json_dataset/best_only/protein_002742.json,coverage,false,,1,species_confirmed_uniprot
protein_002743,AtMYB68,outputs/json_dataset/full/protein_002743.json,outputs/json_dataset/best_only/protein_002743.json,coverage,false,,2,species_confirmed_uniprot
protein_002744,AtMYB75,outputs/json_dataset/full/protein_002744.json,outputs/json_dataset/best_only/protein_002744.json,coverage,false,,1,species_confirmed_uniprot
protein_002745,AtMYB90,outputs/json_dataset/full/protein_002745.json,outputs/json_dataset/best_only/protein_002745.json,coverage,false,,1,species_confirmed_uniprot
protein_002746,AtMYBS1,outputs/json_dataset/full/protein_002746.json,outputs/json_dataset/best_only/protein_002746.json,coverage,false,,1,species_confirmed_uniprot
protein_002747,AtNAC2,outputs/json_dataset/full/protein_002747.json,outputs/json_dataset/best_only/protein_002747.json,coverage,false,,3,species_confirmed_uniprot
protein_002748,AtNAP,outputs/json_dataset/full/protein_002748.json,outputs/json_dataset/best_only/protein_002748.json,coverage,false,,2,species_confirmed_uniprot
protein_002749,AtNCED,outputs/json_dataset/full/protein_002749.json,outputs/json_dataset/best_only/protein_002749.json,unresolved,false,,1,species_mismatched_match
protein_002750,AtNCED3,outputs/json_dataset/full/protein_002750.json,outputs/json_dataset/best_only/protein_002750.json,coverage,false,,1,species_confirmed_uniprot
protein_002751,AtNF-YA1,outputs/json_dataset/full/protein_002751.json,outputs/json_dataset/best_only/protein_002751.json,unresolved,false,,5,species_mismatched_match
protein_002752,AtNF-YA5,outputs/json_dataset/full/protein_002752.json,outputs/json_dataset/best_only/protein_002752.json,unresolved,false,,1,species_mismatched_match
protein_002753,AtNHX1,outputs/json_dataset/full/protein_002753.json,outputs/json_dataset/best_only/protein_002753.json,coverage,false,,1,species_confirmed_uniprot
protein_002754,AtNOL,outputs/json_dataset/full/protein_002754.json,outputs/json_dataset/best_only/protein_002754.json,coverage,false,,1,species_confirmed_uniprot
protein_002755,AtNOS1,outputs/json_dataset/full/protein_002755.json,outputs/json_dataset/best_only/protein_002755.json,coverage,false,,1,species_confirmed_uniprot
protein_002756,AtNPC1,outputs/json_dataset/full/protein_002756.json,outputs/json_dataset/best_only/protein_002756.json,coverage,false,,1,species_confirmed_uniprot
protein_002757,AtNPF4.4,outputs/json_dataset/full/protein_002757.json,outputs/json_dataset/best_only/protein_002757.json,unresolved,false,,0,descriptive_deferred
protein_002758,AtNPR1,outputs/json_dataset/full/protein_002758.json,outputs/json_dataset/best_only/protein_002758.json,coverage,false,,1,species_confirmed_uniprot
protein_002759,AtNPR1 gene,outputs/json_dataset/full/protein_002759.json,outputs/json_dataset/best_only/protein_002759.json,unresolved,false,,0,descriptive_deferred
